P_3bubbles
100.0
102.49014245903369
103.07534955552013
106.0184151698222
111.58750473904628
111.88504461487628
112.18263374402873
117.9202721905509
121.22257637800963
120.81415322020477
123.44183335096267
123.05158027252529
122.65439101181451
124.38027782651261
119.64043709253922
115.46568359500012
114.7788210072772
112.74032764627393
114.68306964405974
112.95899741749611
109.72208631349024
115.1190326202549
115.4417037187953
116.64428833285906
113.37004377421869
112.73689560064314
114.06966336977274
111.61668263750583
113.74377669254285
112.94186062278644
113.0667793734066
112.26165953671841
118.81849409024522
119.77800241603143
117.60486962916373
121.07250436547329
118.40997341556023
120.0365642005745
115.15755382893518
112.17299568223989
113.76357938984725
116.97897912983348
118.49308397340339
119.14613912623867
119.2428280394708
115.80726206836852
114.64772944318439
114.26581313030502
118.43717980896177
120.46803467766716
116.17891421157896
118.15116611976335
117.99591927851439
116.96515327759651
119.80018214411912
123.89318071160697
127.68702106895557
126.16936849928766
126.24173137173402
128.2355216659447
132.16215704731178
146.7246343337759
143.34231750776033
144.45078732925413
149.82633692055373
155.89062288655228
157.0901367077954
163.3356278371807
159.35051923189044
163.5771942786862
164.4904332954948
159.12466740513452
167.567087337566
164.49265159881827
168.2625532631619
168.91433701316558
172.57364196283163
174.4473371178677
173.59060103183012
172.04427027612664
174.58139146321844
169.9798068536957
168.914759649721
167.39840737639344
177.68654511405398
181.09476108450406
175.1259987463511
176.947221246475
185.26337757657276
187.72210357622467
190.50245513180425
197.84893185515236
202.82212367663965
203.32222997302586
208.43790903888555
209.5458512869175
204.3132739942677
202.56136544453258
202.47775928128806
206.06768747057487
210.346314933985
209.72409734612924
209.45894330821903
213.08826340626678
212.6048332644415
212.69697782372515
216.67779195681854
217.1685208155416
221.1471102859747
228.667965697388
227.87161847884585
228.36120679212
237.67629418715384
241.6253563602051
248.92598875724593
256.61135580209896
253.80842967530268
254.0072633621793
259.1580044450495
264.8371751271063
271.37266823046144
285.3163589610007
281.93315746844854
285.88609558888373
293.3806404204514
293.4086733951761
290.68162728632717
297.74345384190343
298.4749216121615
300.01015177378855
