Date,0
1990-01-01,100.0
1990-02-01,102.5566122807692
1990-03-01,104.64585170882711
1990-04-01,100.81193222493906
1990-05-01,115.49136757568418
1990-06-01,115.90288020079444
1990-07-01,108.07651017045016
1990-08-01,92.89042526825523
1990-09-01,84.36846099716401
1990-10-01,81.66943058694298
1990-11-01,90.94265036997555
1990-12-01,94.34408198468336
1991-01-01,108.9439398886072
1991-02-01,117.14875652329681
1991-03-01,124.07608708885829
1991-04-01,123.21639217998008
1991-05-01,129.90693652812922
1991-06-01,118.00921882013004
1991-07-01,126.16155568826922
1991-08-01,132.84078878995817
1991-09-01,132.51284628049422
1991-10-01,134.60680550149837
1991-11-01,130.48583188100662
1991-12-01,151.1532540678222
1992-01-01,154.4496414060028
1992-02-01,157.56148079860483
1992-03-01,146.63256329363585
1992-04-01,139.43708601094187
1992-05-01,142.4979195221753
1992-06-01,135.75252928968558
1992-07-01,139.70927067944783
1992-08-01,134.19423489813755
1992-09-01,140.13988726771797
1992-10-01,146.6622800367354
1992-11-01,155.93778480176883
1992-12-01,159.81169108528346
1993-01-01,163.83932686804607
1993-02-01,154.92750137230345
1993-03-01,158.35941665222825
1993-04-01,149.25799683897742
1993-05-01,161.17592283045556
1993-06-01,160.19570984608907
1993-07-01,154.1801813446285
1993-08-01,162.48765991766086
1993-09-01,166.6461579340642
1993-10-01,169.5456034897027
1993-11-01,167.25400820584207
1993-12-01,171.88263329786463
1994-01-01,178.66247338188077
1994-02-01,177.39203103008845
1994-03-01,164.3722725733428
1994-04-01,160.09576141541135
1994-05-01,162.16723273810814
1994-06-01,153.8097623043667
1994-07-01,157.48653124109168
1994-08-01,168.60695750701757
1994-09-01,166.55546082802687
1994-10-01,174.55803474341027
1994-11-01,170.62316064822204
1994-12-01,170.0507837998181
1995-01-01,170.04351038504646
1995-02-01,180.96088003793707
1995-03-01,186.71932366018171
1995-04-01,195.30220551337158
1995-05-01,202.61305581037897
1995-06-01,222.8996447907013
1995-07-01,235.37154783937117
1995-08-01,238.1677862120538
1995-09-01,241.28365461517964
1995-10-01,246.28998651957255
1995-11-01,243.89091186171459
1995-12-01,236.39868590313696
1996-01-01,241.53894047897074
1996-02-01,253.70303609471097
1996-03-01,247.5520390204598
1996-04-01,269.6714117837197
1996-05-01,279.5129120941035
1996-06-01,272.89771475647046
1996-07-01,255.77148558581464
1996-08-01,266.5152313619645
1996-09-01,295.2972363285851
1996-10-01,300.11894295288926
1996-11-01,331.80441762645586
1996-12-01,325.9501529888038
1997-01-01,365.02146873906975
1997-02-01,336.23027420054524
1997-03-01,314.9213221863598
1997-04-01,345.3968283959529
1997-05-01,378.6082083502132
1997-06-01,377.2883274681864
1997-07-01,435.7554879419205
1997-08-01,421.72204359626255
1997-09-01,429.7271266073274
1997-10-01,398.61500659011256
1997-11-01,410.1833263289639
1997-12-01,386.641498513999
1998-01-01,417.4601243599773
1998-02-01,465.39790507959674
1998-03-01,475.7376670870657
1998-04-01,485.8400563044442
1998-05-01,462.8806490764853
1998-06-01,518.6510369704242
1998-07-01,532.823794008617
1998-08-01,440.6260008769257
1998-09-01,519.573880865643
1998-10-01,539.508380458819
1998-11-01,599.4259480058138
1998-12-01,705.1167947521262
1999-01-01,815.4559373059819
1999-02-01,738.0539933490297
1999-03-01,806.9922842386013
1999-04-01,813.0588028211477
1999-05-01,794.810639666493
1999-06-01,873.5690726157804
1999-07-01,860.1138921972979
1999-08-01,905.6405892370165
